capcode,IDS ID,make,model,deriv,P11D,Rentals in P11D,  
MEEB003LP5EE A4,ME026890,Mercedes,Eqb,300 Suv 228hp AMG Line Premium Auto 4MATIC 22A,56554.99,61,
MEEB000AL5EE A4,ME026891,Mercedes,Eqb,350 Suv 292hp AMG Line Auto 4MATIC 22A,55054.99,62,
MEEB000LP5EE A4,ME026892,Mercedes,Eqb,350 Suv 292hp AMG Line Premium Auto 4MATIC 22A,58054.99,62,
MEEQ00PLL5EE A4,ME026722,Mercedes,Eqc,400 Suv 408 AMG Line Premium Plus Auto 4MATIC 22A,78870,63,
MEEQ00LMA5EE A4,ME026720,Mercedes,Eqc,400 Suv 408hp AMG Line Auto 4MATIC 22A,71974.99,66,
MEEQ00ALM5EE A4,ME026721,Mercedes,Eqc,400 Suv 408hp AMG Line Premium Auto 4MATIC 22A,76620,64,
MEEQ00SPO5EE A4,ME026719,Mercedes,Eqc,400 Suv 408hp Sport Auto 4MATIC 22A,69979.99,65,
MEES00LMA4SE A,ME026428,Mercedes,Eqs,450+ 333hp AMG Line Auto 22,102105,58,
MEES00ALM4SE A,ME026429,Mercedes,Eqs,450+ 333hp AMG Line Premium Auto 22,109105,58,
MEES00PLL4SE A,ME026425,Mercedes,Eqs,450+ 333hp AMG Line Premium Plus Auto 22,116104.99,59,
MEES00ELX4SE A,ME026427,Mercedes,Eqs,450+ 333hp Exclusive Luxury Auto 22,116104.99,59,
MEES00LUX4SE A,ME026426,Mercedes,Eqs,450+ 333hp Luxury Auto 22,109105,58,
MEES00NED4SE A4,ME026832,Mercedes,Eqs,53 658hp AMG Night Edition Auto 4MATIC 22A,157105,56,
MEES00TOR4SE A4,ME026833,Mercedes,Eqs,53 658hp AMG Touring Auto 4MATIC 22A,157105,56,
MEEV00SPO5EE A,ME025980,Mercedes,Eqv,300 MPV 204hp Sport Auto 22,71704.99,66,
MEEV00SRP5EE A,ME025981,Mercedes,Eqv,300 MPV 204hp Sport Premium Auto 22,73969.99,65,
MEEV00SPU5EE A,ME025982,Mercedes,Eqv,300 MPV 204hp Sport Premium Plus Auto 22,78274.99,63,
MEGA138AL5HPTA  2,ME026779,Mercedes,GLA-Class,GLA180 5 Door 1.3 136 AMG Line Auto 22A,34255,57,
MEGA13S8P5HPTA  2,ME026777,Mercedes,GLA-Class,GLA180 5 Door 1.3 136 Sport Auto 22A,32755,58,
MEGA13AE85HPTA  2,ME026780,Mercedes,GLA-Class,GLA180 5 Door 1.3 136 AMG Line Executive Auto 22A,35755,56,
MEGA138AP5HPTA  2,ME026781,Mercedes,GLA-Class,GLA180 5 Door 1.3 136 AMG Line Premium Auto 22A,37255,55,
MEGA138PP5HPTA  2,ME026782,Mercedes,GLA-Class,GLA180 5 Door 1.3 136 AMG Line Premium Plus Auto 22A,38755,54,
MEGA13S8E5HPTA  2,ME026778,Mercedes,GLA-Class,GLA180 5 Door 1.3 136 Sport Executive Auto 22A,34255,57,
MEGA13LMA5HPTA  2,ME026762,Mercedes,GLA-Class,GLA200 5 Door 1.3 163 AMG Line Auto 22A,35805,65,
MEGA13SPO5HPTA  2,ME026757,Mercedes,GLA-Class,GLA200 5 Door 1.3 163 Sport Auto 22A,34305,67,
MEGA13LAE5HPTA  2,ME026765,Mercedes,GLA-Class,GLA200 5 Door 1.3 163 AMG Line Executive Auto 22A,37305,65,
MEGA13LAP5HPTA  2,ME026769,Mercedes,GLA-Class,GLA200 5 Door 1.3 163 AMG Line Premium Auto 22A,38805,64,
MEGA13PLL5HPTA  2,ME026773,Mercedes,GLA-Class,GLA200 5 Door 1.3 163 AMG Line Premium Plus Auto 22A,40305,61,
MEGA13SOE5HPTA  2,ME026759,Mercedes,GLA-Class,GLA200 5 Door 1.3 163 Sport Executive Auto 22A,35805,66,
MEGA20LMA5HDTA  2,ME026764,Mercedes,GLA-Class,GLA200d 5 Door 2.0 150 AMG Line Auto 22A,36904.99,66,
MEGA20SPO5HDTA  2,ME026760,Mercedes,GLA-Class,GLA200d 5 Door 2.0 150 Sport Auto 22A,35404.99,65,
MEGA20LAP5HDTA  2,ME026771,Mercedes,GLA-Class,GLA200d 5 Door 2.0 150 AMG Line Premium Auto 22A,39904.99,64,
MEGA20PLL5HDTA  2,ME026775,Mercedes,GLA-Class,GLA200d 5 Door 2.0 150 AMG Line Premium Plus Auto 22A,41404.99,61,
MEGA20LAE5HDTA  2,ME026767,Mercedes,GLA-Class,GLA200d 5 Door 2.0 150 AMG Line Executive Auto 22A,38404.99,65,
MEGA20SOE5HDTA  2,ME026761,Mercedes,GLA-Class,GLA200d 5 Door 2.0 150 Sport Executive Auto 22A,36904.99,64,
MEGA2022L5HDTA4 2,ME026758,Mercedes,GLA-Class,GLA220d 5 Door 2.0 190 AMG Line Auto 4MATIC 22A,40054.99,63,
MEGA202ME5HDTA4 2,ME026768,Mercedes,GLA-Class,GLA220d 5DR 2.0 190 AMG Line Exec AU 4MC 22A,41554.99,63,
MEGA202LP5HDTA4 2,ME026772,Mercedes,GLA-Class,GLA220d 5DR 2.0 190 AMG Line Prm AU 4MC 22A,43054.99,62,
MEGA202PP5HDTA4 2,ME026776,Mercedes,GLA-Class,GLA220d 5DR 2.0 190 AMG Line Prm+ AU 4MC 22A,44554.99,61,
MEGA20LMA5HPTA  2,ME026763,Mercedes,GLA-Class,GLA250 5 Door 2.0 224 AMG Line Auto 22A,37305,63,
MEGA20LAE5HPTA  2,ME026766,Mercedes,GLA-Class,GLA250 5 Door 2.0 224 AMG Line Executive Auto 22A,38805,63,
MEGA20LAP5HPTA  2,ME026770,Mercedes,GLA-Class,GLA250 5 Door 2.0 224 AMG Line Premium Auto 22A,40305,61,
MEGA20PLL5HPTA  2,ME026774,Mercedes,GLA-Class,GLA250 5 Door 2.0 224 AMG Line Premium Plus Auto 22A,41805,60,
MEGA13EDN5HXTA  2,ME026754,Mercedes,GLA-Class,GLA250e 5 Door 1.3 218 Phev Exclusive Edition Auto 22A,42130,57,
MEGA13XEP5HXTA  2,ME026755,Mercedes,GLA-Class,GLA250e 5DR 1.3 218 Phev Xlv Edn Prm AU 22A,43630,58,
MEGA13XPP5HXTA  2,ME026756,Mercedes,GLA-Class,GLA250e 5DR 1.3 218 Phev Xlv Edn Prm+ AU 22A,45130,57,
MEGA20A355HPTA4 2,ME026783,Mercedes,GLA-Class,GLA35 5 Door 2.0 306 AMG Auto 4MATIC 22A,44779.99,52,
MEGA20P355HPTA4 2,ME026784,Mercedes,GLA-Class,GLA35 5 Door 2.0 306 AMG Premium Auto 4MATIC 22A,47280,52,
MEGA20L355HPTA4 2,ME026785,Mercedes,GLA-Class,GLA35 5 Door 2.0 306 AMG Premium Plus Auto 4MATIC 22A,50779.99,49,
MEGB132OA5EPTA,ME026697,Mercedes,Glb 5 Door Suv,200 1.3 AMG Line 7G-Tronic 7Seat 22A,36925,64,
MEGB132OM5EPTA,ME026699,Mercedes,Glb 5 Door Suv,200 1.3 AMG Line Premium 7G-Tronic 7Seat 22A,39925,63,
MEGB132OG5EPTA,ME026702,Mercedes,Glb 5 Door Suv,200 1.3 AMG Line Premium Plus 7G-Tronic 7Seat 22A,41425,60,
MEGB202OA5EDTA,ME026698,Mercedes,Glb 5 Door Suv,200d 2.0 AMG Line 8GT 7Seat 22A,38025,65,
MEGB202OM5EDTA,ME026700,Mercedes,Glb 5 Door Suv,200d 2.0 AMG Line Premium 8GT 7Seat 22A,41025,62,
MEGB202RP5EDTA,ME026706,Mercedes,Glb 5 Door Suv,200d 2.0 AMG Line Premium Plus 8GT 7Seat 22A,42525,62,
MEGB20MAE5EDTA4,ME026705,Mercedes,Glb 5 Door Suv,220d 2.0 AMG Line 4Matic 8GT 7Seat 22A,41175,61,
MEGB20MLM5EDTA4,ME026701,Mercedes,Glb 5 Door Suv,220d 2.0 AMG Line Premium 4Matic 8GT 7Seat 22A,44175,60,
MEGB20MPL5EDTA4,ME026703,Mercedes,Glb 5 Door Suv,220d 2.0 AMG Line Premium Plus 4Matic 8GT 7Seat 22A,45675,60,
MEGB20B3P5EPTA4,ME026704,Mercedes,Glb 5 Door Suv,GLB35 2.0 AMG Premium Plus 4Matic 8GT 22A,50119.99,50,
MEGG203AL5EPTA4 1,ME026560,Mercedes,GLC Coupe,300 2.0 AMG Line 9G-TRONIC+ 4MATIC 22A,50115,63,
MEGG203LP5EPTA4 1,ME026561,Mercedes,GLC Coupe,300 2.0 AMG Line Premium 9GT+ 4MATIC 22A,52915.01,63,
MEGG203PL5EPTA4 1,ME026562,Mercedes,GLC Coupe,300 2.0 AMG Line Premium Plus 9GT+ 4MATIC 22A,56665.01,60,
MEGG203AL5EXTA4 1,ME026568,Mercedes,GLC Coupe,300e 2.0 Phev AMG Line 9GT+ 4Matic 22A,53710,57,
MEGG203LP5EXTA4 1,ME026569,Mercedes,GLC Coupe,300e 2.0 Phev AMG Line Premium 9GT+ 4MATIC 22A,56510,57,
MEGG203PL5EXTA4 1,ME026570,Mercedes,GLC Coupe,300e 2.0 Phev AMG Line Premium Plus 9GT+ 4MATIC 22A,60260,54,
MEGG2022L5EDTA4 1,ME026556,Mercedes,GLC Coupe,GLC220d 2.0 AMG Line 9G-TRONIC+ 4MATIC 22A,48825,68,
MEGG202LP5EDTA4 1,ME026557,Mercedes,GLC Coupe,GLC220d 2.0 AMG Line Premium 9GT+ 4MATIC 22A,51625.01,66,
MEGG202PP5EDTA4 1,ME026571,Mercedes,GLC Coupe,GLC220d 2.0 AMG Line Premium Plus 9GT+ 4MATIC 22A,55375.01,63,
MEGS2022L5EDTA4 1,ME026513,Mercedes,GLC Class,GLC220d Estate 2.0 AMG Line 9G-TRONIC+ 4Matic 22A,44599.99,67,
MEGS202LP5EDTA4 1,ME026514,Mercedes,GLC Class,GLC220d Est 2.0 AMG Line Prm 9G-TRC+ 4MC 22A,47400,67,
MEGS202PP5EDTA4 1,ME026529,Mercedes,GLC Class,GLC220d Est 2.0 AMG LN Prm+ 9G-TRC+ 4MC 22A,51150,63,
MEGS203AL5EPTA4 1,ME026521,Mercedes,GLC Class,GLC300 Estate 2.0 AMG Line 9G-Tronic Plus 4MATIC 22A,45889.99,62,
MEGS203LP5EPTA4 1,ME026519,Mercedes,GLC Class,GLC300 Est 2.0 AMG Line Prm 9T+ 4MATIC 22A,48690,64,
MEGS203PL5EPTA4 1,ME026520,Mercedes,GLC Class,GLC300 Est 2.0 AMG LN Prm Pls 9T+ 4MTC 22A,52440,60,
MEGG203LP5EDTA4 1,ME026558,Mercedes,GLC Coupe,GLC300d 2.0 AMG Line Premium 9GT+ 4MATIC 22A,52680,68,
MEGG203PL5EDTA4 1,ME026559,Mercedes,GLC Coupe,GLC300d 2.0 AMG Line Premium Plus 9GT+ 4MATIC 22A,56430,64,
MEGS203LP5EDTA4 1,ME026515,Mercedes,GLC Class,GLC300d Est 2.0 AMG Line Prm 9G-TRC+ 4MC 22A,48454.99,67,
MEGS203PL5EDTA4 1,ME026516,Mercedes,GLC Class,GLC300d Est 2.0 AMG Line Prm Pls 9T+ 4MC 22A,52204.99,63,
MEGS203AL5EZTA4 1,ME026522,Mercedes,GLC Class,GLC300de Est Phev 2.0 AMG LN 9T+ 4MATIC 22A,51025.99,68,
MEGS203LP5EZTA4 1,ME026523,Mercedes,GLC Class,GLC300de Est Phev 2.0 AMG LN Prm 9T+ 4MC 22A,53826,68,
MEGS203PL5EZTA4 1,ME026524,Mercedes,GLC Class,GLC300de Est PHEV2.0 AMG LN Prm+ 9T+ 4MC 22A,57576,64,
MEGS203AL5EXTA4 1,ME026525,Mercedes,GLC Class,GLC300e Est Phev 2.0 AMG Line 9T+ 4MATIC 22A,49384.99,68,
MEGS203LP5EXTA4 1,ME026526,Mercedes,GLC Class,GLC300e Est Phev 2.0 AMG LN Prm 9T+ 4MTC 22A,52185,67,
MEGS203PL5EXTA4 1,ME026527,Mercedes,GLC Class,GLC300e Est Phev 2.0 AMG LN Prm+ 9T+ 4MC 22A,55935,64,
MEGG304GR5EPTA4 1,ME026563,Mercedes,GLC Coupe,GLC43 3.0 AMG Premium 9G-TRONIC 4MATIC 22A,58159.99,65,
MEGG304GS5EPTA4 1,ME026564,Mercedes,GLC Coupe,GLC43 3.0 AMG Premium Plus 9GT 4MATIC 22A,62455,62,
MEGS304GS5EPTA4 1,ME026518,Mercedes,GLC Class,GLC43 Estate 3.0 AMG Premium Plus 9T 4MATIC 22A,58999.99,61,
MEGS304GR5EPTA4 1,ME026517,Mercedes,GLC Class,GLC43 Estate 3.0 AMG Premium 9T 4MATIC 22A,54705,64,
MEGE203A25EDTA4 1,ME026499,Mercedes,GLE Suv,300d 2.0 272 Aln Auto 4MATIC 5Seat 22A,65624.99,65,
MEGE203P25EDTA4 1,ME026500,Mercedes,GLE Suv,300d 2.0 272 Aln Premium Auto 4MATIC 5Seat 22A,69124.99,63,
MEGE203P75EDTA4 1,ME026501,Mercedes,GLE Suv,300d 2.0 272 Aln Premium Plus Auto 4Matic 5Seat 22A,73424.99,61,
MECG20PLL5EZTA4 1,ME026467,Mercedes,GLE Coupe,350de 2.0 AMG Line Premium Plus Auto 4Matic 22A,76024.99,58,
MEGE20LMA5EZTA4 1,ME026505,Mercedes,GLE Suv,350de 2.0 AMG Line Auto 4MATIC 5Seat 22A,69370,57,
MEGE20LAP5EZTA4 1,ME026506,Mercedes,GLE Suv,350de 2.0 AMG Line Premium Auto 4MATIC 5Seat 22A,72870,56,
MEGE20PLL5EZTA4 1,ME026507,Mercedes,GLE Suv,350de 2.0 AMG Line Premium Plus Auto 4Matic 5Seat 22A,77170,54,
MECG3040L5EDTA4 1,ME026465,Mercedes,GLE Coupe,400d 3.0 AMG Line Premium Plus Auto 4Matic 22A,75790,65,
MEGE307AM5EDTA4 1,ME026510,Mercedes,GLE Suv,400d 3.0 AMG Line Auto 4Matic 7Seat 22A,68579.99,66,
MEGE307PR5EDTA4 1,ME026511,Mercedes,GLE Suv,400d 3.0 AMG Line Premium Auto 4Matic 7Seat 22A,72079.99,63,
MEGE307AG5EDTA4 1,ME026498,Mercedes,GLE Suv,400d 3.0 AMG Line Premium Plus Auto 4Matic 7Seat 22A,76379.99,62,
MEGE30LMA5EPTA4 1,ME026512,Mercedes,GLE Suv,450 3.0 AMG Line Auto 4MATIC 7Seat 22A,68794.99,64,
MEGE30LAP5EPTA4 1,ME026502,Mercedes,GLE Suv,450 3.0 AMG Line Premium Auto 4MATIC 7Seat 22A,72295,60,
MEGE30PLL5EPTA4 1,ME026503,Mercedes,GLE Suv,450 3.0 AMG Line Premium Plus Auto 4Matic 7Seat 22A,76594.99,59,
MECG30G5P5EPTA4 1,ME026466,Mercedes,GLE Coupe,53 3.0 AMG Premium Plus Auto 4MTC+ 22A,84224.99,53,
MEGE30GP55EPTA4 1,ME026509,Mercedes,GLE Suv,53 3.0 AMG Premium Auto 4MATIC+ 7Seat 22A,78279.79,55,
MEGE30G5P5EPTA4 1,ME026504,Mercedes,GLE Suv,53 3.0 AMG Premium Plus Auto 4MC+ 7Seat 22A,84274.99,52,
MELS304AN5EDTA4 1,ME026463,Mercedes,GLS-Class,GLS400d 5 Door 3.0 AMG Line Night/Ed 9GT 4MATIC 22A,83730,53,
MESC30LAP4SDTA  7,ME026589,Mercedes,S-Class,S350d Saloon 3.0 286hp AMG Line Premium Auto 22A,88660,56,
MESC30LAM4SDTA  7,ME026588,Mercedes,S-Class,S350d Saloon 3.0 286hp AMG Line Auto 22A,81964.99,59,
NMHS15EXT5HPTA,MM000110,MG Motor UK,HS,5 Door Hatch 1.5 T-Gdi Excite DCT 21,23145,72,
NMHS15EXT5HPTM,MM000108,MG Motor UK,HS,5 Door Hatch 1.5 T-Gdi Excite 21,21985,74,
NMHS15EXC5HPTM,MM000109,MG Motor UK,HS,5 Door Hatch 1.5 T-Gdi Exclusive 21,24485,73,
NMHS15EXC5HPTA,MM000111,MG Motor UK,HS,5 Door Hatch 1.5 T-Gdi Exclusive DCT 21,25645,71,
NMHS15EXT5HXTA,MM000112,MG Motor UK,HS,5 Door Hatch 1.5 T-Gdi Phev Excite Auto 21,31040,71,
NMHS15EXC5HXTA,MM000113,MG Motor UK,HS,5 Door Hatch 1.5 T-Gdi Phev Exclusive Auto 21,33540,73,
NM3 15EXT5HPIM  1,MM000114,MG Motor UK,MG3,5 Door Hatch 1.5 Dohc VTi-TECH Excite 21,12710,60,
NM5 00EC65EE A,MM000107,MG Motor UK,MG5 EV,5 Door Estate Exclusive Long Range Auto 21,31940,70,
NM5 00EX65EE A,MM000106,MG Motor UK,MG5 EV,5 Door Estate Excite Long Range Auto 21,29640,78,
NMZS10EXT5HPTA  1,MM000099,MG Motor UK,ZS,5 Door Hatch 1.0 GDI Excite Auto 21,18895,68,
NMZS10EXC5HPTA  1,MM000100,MG Motor UK,ZS,5 Door Hatch 1.0 GDI Exclusive Auto 21,21195,67,
NMZS10EXC5HPTM  1,MM000101,MG Motor UK,ZS,5 Door Hatch 1.0 GDI Exclusive 21,20520,70,
NMZS15EXT5HPIM  1,MM000097,MG Motor UK,ZS,5 Door Hatch 1.5 VTi-TECH Excite 21,16710,79,
NMZS15EXC5HPIM  1,MM000098,MG Motor UK,ZS,5 Door Hatch 1.5 VTi-TECH Exclusive 21,19020,76,
NMZS00SEE5HE A  1,MM000119,MG Motor UK,ZS,5 Door Hatch SE EV  Auto 22,29190,87,
NMZS00SEL5HE A  1,MM000116,MG Motor UK,ZS,5 Door Hatch SE EV Long Range Auto 22,31440,68,
NMZS00TRE5HE A  1,MM000120,MG Motor UK,ZS,5 Door Hatch Trophy EV  Auto 22,31440,78,
NMZS00TCL5HE A  1,MM000118,MG Motor UK,ZS,5 Door Hatch Trophy Connect EV Long Rang Auto 22,34440,73,
NMZS00TCE5HE A  1,MM000121,MG Motor UK,ZS,5 Door Hatch Trophy Connect EV  Auto 22,31939.99,77,
NMZS00TEL5HE A  1,MM000117,MG Motor UK,ZS,5 Door Hatch Trophy EV Long Range Auto 22,33940,73,
MNCC15CCN6EPTM  3,MB015877,MINI,Clubman F54,1.5 Cooper Classic Comfort Nav Plus Pack 22A,25429.99,50,
MNCC15CLC6EPTA  3,MB015876,MINI,Clubman F54,1.5 Cooper Classic Comfort Pack Steptronic 22A,25730,50,
MNCC15CLC6EPTM  3,MB015875,MINI,Clubman F54,1.5 Cooper Classic Comfort Pack 22A,24130,51,
MNCC15CL 6EPTA  3,MB015874,MINI,Clubman F54,1.5 Cooper Classic Steptronic 22A,24830,51,
MNCC15CL 6EPTM  3,MB015873,MINI,Clubman F54,1.5 Cooper Classic 22A,23230,51,
MNCC15CCN6EPTA  3,MB015878,MINI,Clubman F54,1.5 Cooper Clssc Cmf Nv+ Pk Stpc 22A,27030,50,
MNCC15ECN6EPTA  3,MB015864,MINI,Clubman F54,1.5 Cooper Excls C/Nv+ Pk Stpc 22A,30630,49,
MNCC15EXC6EPTA  3,MB015862,MINI,Clubman F54,1.5 Cooper Exclusive Comfort Pack Steptronic 22A,29330,49,
MNCC15ECN6EPTM  3,MB015863,MINI,Clubman F54,1.5 Cooper Exclusive Comfort Nav Plus Pack 22A,29029.99,49,
MNCC15EXC6EPTM  3,MB015861,MINI,Clubman F54,1.5 Cooper Exclusive Comfort Pack 22A,27730,49,
MNCC15EXL6EPTA  3,MB015860,MINI,Clubman F54,1.5 Cooper Exclusive Steptronic 22A,28430,49,
MNCC15EXL6EPTM  3,MB015859,MINI,Clubman F54,1.5 Cooper Exclusive 22A,26830,50,
MNCC15SEC6EPTM  3,MB015896,MINI,Clubman F54,1.5 Cooper Shadow Edition Comfort Pack 22A,28730,49,
MNCC15SEN6EPTM  3,MB015898,MINI,Clubman F54,1.5 Cooper Shadow Edition Comfort Nav Plus Pack 22A,30030,49,
MNCC15SED6EPTA  3,MB015893,MINI,Clubman F54,1.5 Cooper Shadow Edition Steptronic 22A,29430,49,
MNCC15SED6EPTM  3,MB015892,MINI,Clubman F54,1.5 Cooper Shadow Edition 22A,27830,49,
MNCC15SEC6EPTA  3,MB015897,MINI,Clubman F54,1.5 Cooper Shadow Edition Comfort Pack Steptronic 22A,30330,49,
MNCC15SCN6EPTA  3,MB015890,MINI,Clubman F54,1.5 Cooper Sport Comfort Nav Plus Pack Steptronic 22A,30630,49,
MNCC15SCN6EPTM  3,MB015889,MINI,Clubman F54,1.5 Cooper Sport Comfort Nav Plus Pack 22A,29029.99,49,
MNCC15SPC6EPTA  3,MB015888,MINI,Clubman F54,1.5 Cooper Sport Comfort Pack Steptronic 22A,29330,49,
MNCC15SPC6EPTM  3,MB015887,MINI,Clubman F54,1.5 Cooper Sport Comfort Pack 22A,27730,49,
