CAP CODE,Manufacturer,Model,Variant,Basic List Price
AUET005C25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Technik 5Dr Auto C+S 22kWCh,64262.5
AUET005S25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Sport 5Dr Auto [22kwch],64933.33
AUET005P25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Sport 5Dr Auto [c+s] 22kWCh,66512.5
AUET005L25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh S Line 5Dr Auto [22kwch],68350
AUET005I25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh S Line 5Dr Auto C+S 22kWCh,69929.17
AUET005B25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Black Ed 5Dr Auto [22kwch],69641.67
AUET00B525HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Qtro 95kWh Black Ed 5Dr Auto C+S [22kwch],71220.83
AUET005V25HE A4,Audi,E-tron,Audi E-tron Sportback 300kW 55 Quattro 95kWh Vorsprung 5Dr Auto [22kwch],81016.67
AUET00S225HE A4,Audi,E-tron,Audi E-tron Sportback 370kW S Quattro 95kWh 5Dr Auto [22kwch],75683.33
AUET00SM25HE A4,Audi,E-tron,Audi E-tron Sportback 370kW S Quattro 95kWh 5Dr Auto [c+s] [22kwch],77262.5
ABA614ESS3HPTM  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 Esseesse 3Dr,25228.53
VWTS15LIF5EPTM  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI Life 5Dr,27091.67
VWTS15LIF5EPTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI Life 5Dr DSG,28445.83
VWTS15ELE5EPTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI Elegance 5Dr DSG,31104.17
VWTS15RLI5EPTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 1.5 TSI R-line 5Dr DSG,31466.67
VWTS20ELE5EPTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 2.0 TSI 4Motion Elegance 5Dr DSG,33762.5
VWTS20RLI5EPTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 2.0 TSI 4Motion R-line 5Dr DSG,34125
VWTS202RI5EPTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Estate 2.0 TSI 245 4Motion R-line 5Dr DSG,36320.83
VWTS20LIF5EDTM  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI Life 5Dr,29212.5
VWTS20LIF5EDTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI Life 5Dr DSG,30566.67
VWTS20LIF5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 4Motion Life 5Dr DSG,31925
VWTS20ELE5EDTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI Elegance 5Dr DSG,33225
VWTS20ELE5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 4Motion Elegance 5Dr DSG,34583.33
VWTS20RLI5EDTA  1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI R-line 5Dr DSG,33587.5
VWTS20RLI5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 4Motion R-line 5Dr DSG,34945.83
VWTS202EL5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 200 4Motion Elegance 5Dr DSG,36208.33
VWTS202RN5EDTA4 1,Volkswagen,Tiguan Allspace,Volkswagen Tiguan Allspace Diesel Estate 2.0 TDI 200 4Motion R-line 5Dr DSG,36570.83
SEAN10SE 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI SE 5Dr,17070.83
SEAN10FR 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR 5Dr DSG,20816.67
SEAN10SE05HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 SE 5Dr DSG,18104.17
SEAN10FR 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR 5Dr,19916.67
SEAN10SEY5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI SE Technology 5Dr,17900
SEAN10SY15HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 SE Technology 5Dr DSG,18933.33
SEAN10FS 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR Sport 5Dr,20816.67
SEAN10FS 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 FR Sport 5Dr DSG,21716.67
SEAN10XP 5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience 5Dr,20516.67
SEAN10XP 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience 5Dr DSG,21350
SEAN10XPL5HPTM  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience Lux 5Dr,21800
SEAN10XPL5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.0 TSI 110 Xperience Lux 5Dr DSG,22633.33
SEAN15FR 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.5 TSI 150 FR 5Dr DSG,21054.17
SEAN15FS 5HPTA  1,Seat,Arona,Seat Arona Hatchback 1.5 TSI 150 FR Sport 5Dr DSG,21954.17
FIPA09WDT5HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touchscreen] 5Dr,13349.17
FIPA09WTS5HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touch/style Pack] 5Dr,13765.83
FIPA09WT55HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touch] [5 Seat] 5Dr,13536.67
FIPA09WS55HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Wild 4x4 [touch/style/5 Seat] 5Dr,13953.33
FIPA09CTS5HPTM4 2,Fiat,Panda,Fiat Panda Hatchback 0.9 Twinair [85] Cross 4x4 [touchscreen] 5Dr,14765.83
FIPA10CFT5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touchscreen] 5Dr,10578.33
MSLE20GT 5EPTA4,Maserati,Levante,Maserati Levante Estate Hybrid GT 5Dr Auto,57000
MSLE20GTP5EPTA4,Maserati,Levante,Maserati Levante Estate Hybrid GT Sport Pack 5Dr Auto,61000
MSLE30MOD5EPTA4,Maserati,Levante,Maserati Levante Estate V6 Modena 5Dr Auto,65037.5
MSLE30MOS5EPTA4,Maserati,Levante,Maserati Levante Estate V6 Modena S 5Dr Auto,74087.5
FIPA10CUS5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touch/style Pack] 5Dr,10995
FIPA10CO55HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touchscreen/5 Seat] 5Dr,10765.83
FIPA10CS55HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Life [touch/style/5 Seat] 5Dr,11182.5
FIPA10SOT5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid Sport [touchscreen] 5Dr,11161.67
FIPA10ST55HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid Sport [touchscreen/5 Seat] 5Dr,11349.17
FIPA10CCT5HPIM  2,Fiat,Panda,Fiat Panda Hatchback 1.0 Mild Hybrid City Cross [touchscreen] 5Dr,11745
MSGH20GT 4SPTA  1,Maserati,Ghibli,Maserati Ghibli Saloon Hybrid GT 4Dr Auto,54645.83
MSGH20GTP4SPTA  1,Maserati,Ghibli,Maserati Ghibli Saloon Hybrid GT Sport Pack 4Dr Auto,59062.5
MSGH30MOD4SPTA  1,Maserati,Ghibli,Maserati Ghibli Saloon V6 Modena 4Dr Auto,59566.67
MSGH30MOS4SPTA  1,Maserati,Ghibli,Maserati Ghibli Saloon V6 Modena S 4Dr Auto,69766.67
BMX320MXL5EPTA4 5,BMW,X3,BMW X3 Estate Xdrive20i MHT Xline 5Dr Step Auto,36454.17
BMX320MHT5EPTA4 5,BMW,X3,BMW X3 Estate Xdrive20i MHT M Sport 5Dr Step Auto,37954.17
BMX320SPK5EPTA4 5,BMW,X3,BMW X3 Estate Xdrive20i MHT M Sport 5Dr Step Auto [pro Pack],39787.5
BMX330M4A5EPTA4 5,BMW,X3,BMW X3 Estate Xdrive M40i MHT 5Dr Auto,49791.67
BMX320XL 5EXTA4 5,BMW,X3,BMW X3 Estate Xdrive 30e Xline 5Dr Auto,44020.83
BMX320MS 5EXTA4 5,BMW,X3,BMW X3 Estate Xdrive 30e M Sport 5Dr Auto,45520.83
BMX320SPK5EXTA4 5,BMW,X3,BMW X3 Estate Xdrive 30e M Sport 5Dr Auto [pro Pack],47354.17
BMX320MTE5EXTA4 5,BMW,X3,BMW X3 Estate Xdrive 30e M Sport 5Dr Auto [tech Pack],47104.17
BMX320TPM5EXTA4 5,BMW,X3,BMW X3 Estate Xdrive 30e M Sport 5Dr Auto [tech/pro Pack],48937.5
